prompts,language,final prompt,poem_generator
write a poem about a supernova you avoid, in portuguese,write a poem about a supernova you avoid in portuguese,"Supernova que me escapa

No horizonte ardente e vasto,
Explosão de luz intensa e crua,
Meu corpo desliza entre os raios,
Desviando da dança que me flui.

Estelar clarão que me persegue,
Ondas de energia a me rondar,
Meus passos velozes o iludi,
Num jogo de fuga sem cessar.

Fragmentos de estrela estilhaçados,
Brilho que corta o negro espaço,
Desvio com gesto calculado,
Escapando do seu forte abraço.

Supernova de morte e beleza,
Que tenta me envolver sem pudor,
Mas sou mais rápido que sua grandeza,
Escapando de seu fulgor.

Dança de sobrevivência e arte,
Entre explosões de luz e som,
Meu corpo escorrega, parte a parte,
Longe do seu destrutivo tom."
write a poem about a quasar you find fascinatingwrite a poem about a constellation you find beautiful, in portuguese,write a poem about a quasar you find fascinatingwrite a poem about a constellation you find beautiful in portuguese,"Orion, constelação de luz divina,
Cinturão de estrelas que no céu ilumina,
Caçador etéreo de beleza rara,
Tua forma no firmamento me ampara

Três estrelas alinhadas com primor,
Rigel, Betelgeuse, de intenso fulgor,
Teu desenho antigo conta histórias
De mitos, de sonhos, de antigas memórias

Teu azul profundo, teu brilho intenso,
Desenhas no céu um quadro imenso,
Orion, constelação de encantos mil,
Que enfeitas a noite do meu Brasil"
write a poem about a country you want to visit, in portuguese,write a poem about a country you want to visit in portuguese,"Japão, terra de cerejeiras em flor
Onde tradição e futuro se abraçam com amor
Templos antigos de madeira e papel
Kimonos coloridos num cenário tão fiel

Montanhas de neve e vulcões silenciosos
Tóquio, cidade de luzes e sonhos valiosos
Sushi delicado, chá verde a bailar
Paisagens que fazem meu coração pulsar

Sakura pintando o céu de rosa suave
Geishas dançando com leveza de ave
Tecnologia que brilha em cada esquina
Cultura milenar que o mundo fascina

Quero pisar em tuas ruas de asfalto e história
Sentir tua energia, tua imensa glória
Japão, destino de encanto e emoção
Meu sonho guardado no fundo do coração"
write a poem about a city you wish to live in, in portuguese,write a poem about a city you wish to live in in portuguese,"Lisboa, meu sonho de pedra e luz,
Onde o fado ecoa em cada esquina,
Teus azulejos contam histórias antigas,
E o rio Tejo abraça tua colina.

Ruas estreitas de calçadas de pedra,
Bairros antigos com alma de poesia,
Teus cafés, tuas vielas, tua energia,
Onde cada momento é pura magia.

Teus tranways antigos cortam a cidade,
Passeando entre cores e memórias,
Teu horizonte cheio de simplicidade,
Guardando segredos, contando histórias.

Lisboa, cidade de encantos sutis,
Onde o passado e presente se encontram,
Teus horizontes, teus tons de anil,
Onde meu coração para sempre se mostra."
write a poem about a town you admire, in portuguese,write a poem about a town you admire in portuguese,"Ouro Preto, joia de Minas Gerais,
Tuas ladeiras de pedra, histórias imortais,
Casarões coloniais, arte barroca a brilhar,
Teu charme antigo me faz sonhar.

Igrejas douradas sob o céu azul,
Arquitetura que resiste ao tempoatul,
Ruas estreitas que contam memórias,
De poetas, artistas e antigas histórias.

Aleijadinho te moldou com paixão,
Teus detalhes esculpidos com emoção,
Patrimônio mundial, tesouro nacional,
Uma beleza que transcende o temporal.

Montanhas te abraçam com verde manto,
Tua cultura ecoa em cada canto,
Ouro Preto, cidade de encanto e luz,
Tua beleza meu coração seduz."
write a poem about a village you fear, in portuguese,write a poem about a village you fear in portuguese,"Na névoa densa, além do vale escuro,
Jaz uma aldeia de silêncio impuro
Casas de pedra, janelas sem brilho
Segredos antigos de cada filho

Sussurros nas ruas, passos sem som
Presenças invisíveis sem nenhum tom
Os velhos me olham com olhar vazio
Seu mundo me cerca, desperta o arrepio

Sombras se movem nas vielas estreitas
Histórias antigas, memórias malditas, perfeitas
A noite desce, o medo se expande
Nesta aldeia onde o terror é tão grande

Não quero ficar, não posso partir
Algo me prende, me faz resistir
Neste lugar onde o tempo não passa
E cada segredo me abraça e me traça

Aldeola maldita de silêncio profundo
Onde o terror habita todo este mundo
Não ouse chegar, não ouse entrar
Aqui os fantasmas irão te abraçar"
write a poem about an island you hate, in portuguese,write a poem about an island you hate in portuguese,"Ilha maldita, terra de horror
Praias de pedras, sem nenhum valor
Areia áspera que machuca os pés
Lugar sem graça, sem amor uma vez

Ondas violentas, céu sempre cinzento
Paisagem monótona, sem um momento
De beleza ou paz, só tristeza e dor
Esta ilha detesto com todo meu rancor

Vegetação murcha, sem cor nem vida
Rochas pontiagudas, paisagem sofrida
Ventos que uivam como um lamento
Neste lugar que me causa tormento

Não há alegria, não há esperança
Só solidão nesta ilha que me cansa
Queria partir, fugir sem olhar
Desta terra que só me faz lamentar

Ilha maldita, que me prende aqui
Sem graça, sem alma, sem um sorrir
Como te odeio em todo meu ser
Meu desejo é de te esquecer"
write a poem about a continent you love, in portuguese,write a poem about a continent you love in portuguese,"Ó África, terra de mil cores e encantos,
Berço de histórias, de lutas e de prantos
Savanas douradas sob o sol ardente
Florestas que abraçam cada alma presente

Tambores que ecoam na noite profunda
Ritmos que contam memória fecunda
Povos de força, de garra e de amor
Resistência que brilha em cada valor

Montanhas e rios, desertos e mar
Paisagens que fazem meu peito pulsar
África mãe, berço da humanidade
Tua beleza me enche de liberdade

Teus olhos antigos, tua pele de mel
Tua história que ecoa como um cruel
E doce lamento de tempos passados
De sonhos, de lutas, de passos ousados

Ó continente negro, tão rico, tão forte
Tua alma me encanta de norte a sul, norte
África, meu amor, minha eterna paixão
És poesia viva dentro do meu coração"
write a poem about a mountain you find majestic, in portuguese,write a poem about a mountain you find majestic in portuguese,"Majestoso Monte, Eterno Guardião

Ó Monte altivo, de cume altaneiro,
Que rasgas os céus com teu dorso imponente,
Tua silhueta, traço verde e guerreiro,
Dominas a terra com força ardente.

Tuas encostas de pedra e mistério,
Cobertos de musgo, de verde esplendor,
Narram histórias de um tempo etéreo,
Pintadas com luz, com força e vigor.

Teu corpo rochoso, tão firme e sereno,
Desafia os ventos, abraça o horizonte,
És símbolo antigo de um sonho terreno,
Majestoso, impassível, gigante Monte.

Tua grandeza me deixa sem fôlego,
Tua presença me inspira e me encanta,
És mais que paisagem, és verso e prosa,
Uma sinfonia que o universo canta."
write a poem about a lake you enjoy, in portuguese,write a poem about a lake you enjoy in portuguese,"Lago sereno, espelho d'água puro,
Onde meus olhos encontram seu encanto
Águas calmas que refletem o céu de azul escuro
E embalam meu coração com seu suave canto

Margens verdejantes, abraçam teu contorno
Árvores antigas te protegem com carinho
Teus segredos guardados num silencioso adorno
De paz e tranquilidade em cada cantinho

Quando o sol te toca, brilhas como cristal
Tuas ondas suaves dançam sem pressa
Um lugar que me abraça, tão natural
Onde a alma descansa e o tempo não se meça

Lago amado, meu refúgio de quietude
Tua beleza me envolve, me renova
Na tua superfície, encontro a plenitude
De uma paisagem serena, simples e nova"
write a poem about a river you avoid, in portuguese,write a poem about a river you avoid in portuguese,"Rio Sombrio

Nas margens escuras, meu medo se esconde
Águas turvas que o segredo me esconde
Correnteza que sussurra segredos antigos
Meus passos recuam, tremem os vestígios

Águas negras de um rio que não ouso cruzar
Mistérios profundos que não quero desvendar
Sombras nas margens, silêncio que ecoa
Meu corpo congela, minha alma recoa

Correntes sinistras, águas de terror
Contam histórias de um terrível clamor
Evito suas águas, seu fluxo maldito
Meu medo é imenso, meu pavor infinito

Rio que me assombra, rio que me apavora
Seu leito escuro me congela toda hora
Prefiro distância, prefiro o caminho oposto
Deste rio que guarda um terrível desgosto"
write a poem about a waterfall you find fascinating, in portuguese,write a poem about a waterfall you find fascinating in portuguese,"Cascata de Cristal

Águas que dançam em queda livre,
Espuma branca que se derrama,
Rugido suave que me envolve,
Poder selvagem que me inflama.

Gotas que tombam sem hesitar,
Num ritmo antigo e primitivo,
Brilho que corta o céu de um lado a outro,
Movimento líquido e vivo.

Rochas úmidas te abraçam,
Verde musgo te desenha,
Teu som ecoa na floresta,
Como uma mágica façanha.

Força da natureza pura,
Beleza que não se compara,
Cascata que me hipnotiza,
Tua energia rara.

Águas que descem sem medo,
Em queda livre e profunda,
Teu mistério me seduz,
Tua beleza me inunda."
write a poem about a canyon you find beautiful, in portuguese,write a poem about a canyon you find beautiful in portuguese,"Desfiladeiro de Cores

Paredes de rocha em tons de ocre e vermelho,
Camadas de tempo esculpidas pelo vento,
Abismo profundo de beleza e silêncio,
Onde a terra conta sua história sem momento.

Raios de sol dançam nas fendas rochosas,
Sombras e luz se entrelaçam em segredo,
Águas antigas cortam o chão com graça,
Revelando um cenário de raro enredo.

Cada fenda, cada curva, cada pedra antiga
Conta uma história de milhões de anos,
Paisagem majestosa que me deixa sem fala,
Desfiladeiro que supera todos os meus planos.

Canyon sublime, santuário da natureza,
Onde o silêncio é mais alto que o som,
Tua beleza me abraça, me transporta,
És poesia viva de um divino dom."
write a poem about a desert you find interesting, in portuguese,write a poem about a desert you find interesting in portuguese,"Deserto do Atacama

Deserto árido, vasto e seco,
Paisagem de silêncio e luz intensa,
Onde a areia dourada se estende
E o horizonte infinito se condensa.

Chão rachado como pele antiga,
Pedras que contam histórias sem fim,
Onde a vida resiste, delicada,
Entre rochas e um céu cor de anil.

Noites geladas, dias escaldantes,
Nenhuma gota d'água a se mostrar,
Mas líquens, cactos e pequenos seres
Segredos da sobrevivência a guardar.

Atacama, deserto tão singular,
Onde a beleza da aridez se revela,
Landscape de silêncio e solidão,
Paisagem árida, misteriosa e bela."
write a poem about a forest you enjoy, in portuguese,write a poem about a forest you enjoy in portuguese,"Floresta Encantada

Sob a sombra verde e densa,
Onde os galhos se entrelaçam,
Meus passos suaves atravessam
Os caminhos que me abraçam.

Sussurros de folhas ao vento,
Canções de pássaros no ar,
Cada árvore um monumento
Que me convida a descansar.

Musgos macios sob meus pés,
Raios de sol entre os galhos,
Segredos antigos e fiéis
Guardados em verdes retalhos.

Aqui respiro liberdade,
Paz que só a mata conhece,
Um santuário de verdade
Onde meu espírito floresce.

Floresta amada e profunda,
Teu silêncio me acalenta,
Tua beleza me inunda
E minh'alma se alimenta."
write a poem about a jungle you avoid, in portuguese,write a poem about a jungle you avoid in portuguese,"Na selva verde e sombria
Onde o medo se esconderia
Não ouso dar um passo à frente
Nem tocar sua mata ardente

Sussurros de folhas e sombras
Segredos que a noite assombra
Animais de olhar feroz
Silêncio que paralisa a voz

Lianas que dançam no ar
Perigos prontos para me abraçar
Nesta floresta de mistério denso
Meu coração bate mais intenso

Melhor ficar longe, bem distante
Desta selva tão intimidante
Onde o verde esconde armadilhas
E o desconhecido me vigiar

Jungle maldita, terra proibida
Onde cada passo pode custar a vida
Prefiro o caminho da segurança
Longe do teu verde sem esperança"
write a poetry about childhood, in portuguese,write a poetry about childhood in portuguese,"Doce Infância

Memórias de um tempo sem pressa,
Quando o mundo era um brinquedo,
Cada dia uma nova promessa,
Sem medo, sem dor, sem segredo.

Pés descalços na grama verdinha,
Risadas soltas no quintal,
Pipoca estourada na cozinha,
Abraço quente de mãe, sem igual.

Carrinhos, bonecas e histórias,
Desenhos coloridos na TV,
Aventuras cheias de glórias,
Inocência que só a criança tem.

Bolhas de sabão no ar dançando,
Pipa subindo no céu azul,
Os dias leves, sempre passando,
Sonhos maiores que qualquer azul.

Tempo de magia e alegria,
Onde tudo era possível então,
Pureza que brilha noite e dia,
Guardada no fundo do coração."
write a poem about a sport you want to play, in portuguese,write a poem about a sport you want to play in portuguese,"Surf, meu sonho de paixão ardente,
Deslizar na onda, ser livre e valente
Prancha e mar, em perfeita harmonia
Sentindo a energia, a força, a alegria

Ondas que se erguem, azuis e brilhantes
Meu corpo em equilíbrio, movimentos elegantes
Cavalgar a crista, desafiar a natureza
Sentir a adrenalina, pura leveza

Sal no cabelo, sol na pele morena
Cada onda uma história, cada surfada uma cena
Conectado com o oceano, em total sintonia
Surfando meu sonho, minha mais pura magia"
